Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,YearsSinceRemodel,PricePerSF,TotalBath,TotalPorchSF,IsRenovated
433,160,RM,24.0,1920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,765,600,0,1365.0,1,0,1,1,2,1,TA,6,Min1,0,Gd,Detchd,1971.0,Unf,2,440.0,TA,TA,Y,240,36,0,0,0,0,0,8,2007,WD,Normal,122500,2570.0,55,55,47.66536964980545,2.5,36,0
434,60,RL,100.0,10839.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470.0,TA,TA,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000,3000.0,29,28,60.333333333333336,2.5,36,1
435,180,RM,21.0,1890.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,630,0,0,630.0,1,0,1,0,1,1,TA,3,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,Y,88,0,0,0,0,0,0,6,2008,WD,Normal,81000,1260.0,54,54,64.28571428571429,2.0,0,0
436,60,RL,43.0,10667.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,827,834,0,1661.0,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550.0,TA,TA,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,212000,3010.0,30,30,70.43189368770764,3.5,61,0
437,50,RM,40.0,4400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,0,1118.0,0,0,1,0,2,1,TA,6,Typ,0,Gd,Detchd,1990.0,Unf,2,440.0,TA,TA,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,116000,2206.0,106,76,52.58386219401632,1.0,0,1
438,45,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,904.0,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1926.0,Unf,1,180.0,TA,TA,Y,0,0,105,0,0,0,0,1,2009,WD,Normal,119000,1968.0,100,22,60.46747967479675,1.0,105,1
439,30,RL,40.0,4280.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,0,694.0,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352.0,Gd,TA,P,0,0,34,0,0,0,0,3,2007,WD,Normal,90350,1486.0,113,24,60.80080753701211,1.0,34,1
440,50,RL,67.0,12354.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196.0,0,0,1,0,3,1,Gd,7,Typ,0,Gd,Detchd,2005.0,Unf,2,528.0,TA,TA,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000,2408.0,106,26,45.68106312292359,1.0,46,1
441,20,RL,105.0,15431.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,2052,GasA,Ex,Y,SBrkr,2402,0,0,2402.0,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672.0,TA,TA,Y,0,72,0,0,170,0,0,4,2009,WD,Normal,555000,5126.0,18,18,108.27155676941085,3.0,242,0
442,90,RL,92.0,12108.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440.0,0,0,2,0,4,2,Fa,8,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,118000,2880.0,71,71,40.97222222222222,2.0,0,0
443,50,RM,52.0,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573.0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360.0,TA,TA,P,0,0,0,0,0,0,0,6,2008,WD,Normal,162900,3011.0,96,34,54.10162736632348,2.0,0,1
444,120,RL,53.0,3922.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258.0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648.0,TA,TA,Y,144,16,0,0,0,0,0,6,2007,New,Partial,172500,3164.0,20,19,54.51959544879899,2.0,16,1
445,60,RL,70.0,8750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493.0,TA,TA,Y,144,133,0,0,0,0,0,7,2008,WD,Normal,210000,3316.0,32,31,63.32931242460796,3.5,133,1
446,20,RL,73.0,9855.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689.0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480.0,TA,TA,Y,0,0,0,0,0,0,0,11,2009,COD,Normal,127500,3605.0,70,70,35.36754507628294,1.0,0,0
447,20,RL,137.0,16492.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888.0,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,190000,3983.0,60,24,47.70273663068039,2.5,0,1
448,60,RL,69.0,11214.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886.0,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431.0,TA,TA,Y,89,0,0,0,0,0,0,7,2006,WD,Normal,199900,3247.0,28,27,61.564521096396675,2.5,0,1
449,50,RM,50.0,8600.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,596,0,1376.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198.0,TA,TA,N,0,0,0,0,0,0,0,6,2006,WD,Normal,119500,2354.0,89,76,50.76465590484282,2.0,0,1
450,50,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,679,504,0,1183.0,0,0,1,1,2,1,TA,6,Typ,0,Gd,Detchd,1981.0,Unf,1,308.0,TA,TA,Y,0,176,0,0,0,0,0,6,2007,WD,Normal,120000,2140.0,78,24,56.074766355140184,1.5,176,1
451,30,RM,70.0,5684.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,813,0,0,813.0,0,0,1,0,2,1,Gd,5,Typ,0,Gd,Detchd,1932.0,Unf,1,270.0,Fa,Fa,N,0,113,0,0,0,0,0,6,2006,WD,Normal,110000,1896.0,96,21,58.016877637130804,1.0,113,1
452,20,RL,62.0,17673.5,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533.0,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,576.0,TA,TA,Y,200,54,0,0,0,0,0,12,2006,WD,Normal,280000,3642.0,51,51,76.88083470620538,3.0,54,0
453,60,RL,69.0,9303.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,GasA,Ex,Y,SBrkr,888,868,0,1756.0,1,0,2,1,3,1,TA,7,Typ,0,Gd,Attchd,1996.0,Fin,2,422.0,TA,TA,Y,144,122,0,0,0,0,0,7,2007,WD,Normal,204000,3050.0,30,29,66.88524590163935,3.5,122,1
454,60,FV,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590.0,0,0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,2008.0,RFn,2,676.0,TA,TA,Y,0,30,0,0,0,0,0,6,2009,WD,Normal,210000,3034.0,18,18,69.21555702043507,2.5,30,0
455,90,RL,63.0,9297.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,GasA,TA,Y,SBrkr,1728,0,0,1728.0,2,0,2,0,4,2,TA,8,Typ,0,Gd,Detchd,1976.0,Unf,2,560.0,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Family,188000,4016.0,50,50,46.81274900398407,4.0,0,0
456,20,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242.0,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,528.0,TA,TA,Y,0,0,0,0,0,0,0,9,2007,WD,Normal,175500,3012.0,53,53,58.266932270916335,1.5,0,0
457,70,RM,34.0,4571.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,624,720,0,1344.0,0,0,1,0,4,1,TA,7,Typ,0,Gd,Detchd,1916.0,Unf,3,513.0,Fa,Fa,Y,0,0,96,0,0,0,0,5,2008,COD,Abnorml,98000,2481.0,110,76,39.50020153164047,1.0,96,1
458,20,RL,69.0,17673.5,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663.0,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2,529.0,TA,TA,Y,224,137,0,0,0,0,0,3,2008,WD,Normal,256000,3556.0,72,32,71.9910011248594,2.0,137,1
459,70,RM,69.0,5100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,Y,SBrkr,833,833,0,1666.0,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,228.0,TA,TA,Y,192,63,0,0,0,0,0,6,2008,WD,Normal,161000,2482.0,101,30,64.86704270749395,1.0,63,1
460,50,RL,69.0,7015.0,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,Y,SBrkr,979,224,0,1203.0,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,352.0,TA,TA,Y,0,0,248,0,0,0,0,7,2009,WD,Normal,110000,2264.0,76,76,48.58657243816254,2.0,248,0
461,60,FV,75.0,8004.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935.0,1,0,2,1,3,1,TA,8,Typ,0,Gd,BuiltIn,2009.0,Fin,2,552.0,TA,TA,Y,0,150,0,0,0,0,0,12,2009,New,Partial,263435,3319.0,17,17,79.3717987345586,3.5,150,0
462,70,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135.0,1,0,1,0,3,1,Gd,6,Typ,0,Gd,Detchd,1971.0,RFn,2,576.0,TA,TA,Y,256,0,0,0,0,0,0,4,2009,WD,Normal,155000,2271.0,90,19,68.25187142228093,2.0,0,1
463,20,RL,60.0,8281.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,Y,SBrkr,864,0,0,864.0,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,360.0,TA,TA,Y,0,0,236,0,0,0,0,12,2009,WD,Normal,62383,2088.0,61,61,29.87691570881226,1.0,236,0
464,70,RL,74.0,11988.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,849,811,0,1660.0,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240.0,TA,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,188700,2615.0,92,31,72.16061185468452,1.5,0,1
465,20,RL,60.0,8430.0,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,Y,SBrkr,1040,0,0,1040.0,0,0,2,0,3,1,TA,5,Typ,0,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,124000,2080.0,48,48,59.61538461538461,2.0,0,0
466,120,RM,69.0,3072.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,GasA,Ex,Y,SBrkr,1414,0,0,1414.0,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,398.0,TA,TA,Y,144,20,0,0,0,0,0,5,2006,WD,Normal,178740,3187.0,22,22,56.08409162221525,2.0,20,0
467,20,RL,85.0,10628.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,Y,SBrkr,1277,0,0,1277.0,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,526.0,TA,TA,Y,0,0,0,0,176,0,0,4,2007,WD,Normal,167000,3080.0,56,56,54.22077922077922,2.0,176,0
468,70,RL,79.0,9480.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Y,SBrkr,888,756,0,1644.0,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312.0,TA,TA,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,146500,2684.0,84,31,54.582712369597616,1.5,0,1
469,20,RL,98.0,11428.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,GasA,Ex,Y,SBrkr,1634,0,0,1634.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866.0,TA,TA,Y,0,44,0,0,0,0,0,5,2007,WD,Normal,250000,4126.0,20,20,60.5913717886573,2.0,44,0
470,60,RL,76.0,9291.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,GasA,Ex,Y,SBrkr,832,878,0,1710.0,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1993.0,RFn,2,506.0,TA,TA,Y,144,70,0,0,0,0,0,6,2008,WD,Normal,187000,3048.0,33,33,61.351706036745405,2.5,70,0
471,120,RL,69.0,6820.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,GasA,TA,Y,SBrkr,1502,0,0,1502.0,1,0,1,1,1,1,Gd,4,Typ,0,Gd,Attchd,1985.0,RFn,2,528.0,TA,TA,Y,0,54,0,0,140,0,0,6,2010,WD,Normal,212000,3518.0,41,41,60.261512222853895,2.5,194,0
472,60,RL,92.0,11952.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,TA,Y,SBrkr,1161,808,0,1969.0,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,534.0,TA,TA,Y,0,0,0,0,276,0,0,11,2007,WD,Normal,190000,3311.0,49,49,57.384475989127154,2.5,276,0
473,180,RM,35.0,3675.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,Y,SBrkr,1072,0,0,1072.0,1,0,1,0,2,1,TA,5,Typ,0,Gd,Basment,2005.0,RFn,2,525.0,TA,TA,Y,0,28,0,0,0,0,0,6,2008,WD,Normal,148000,2144.0,21,21,69.02985074626865,2.0,28,0
474,20,RL,110.0,14977.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,Y,SBrkr,1976,0,0,1976.0,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,908.0,TA,TA,Y,250,63,0,0,0,0,0,7,2007,New,Partial,440000,4860.0,20,19,90.53497942386831,3.0,63,1
475,120,RL,41.0,5330.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,Y,SBrkr,1652,0,0,1652.0,1,0,2,0,2,1,Ex,6,Typ,0,Gd,Attchd,2000.0,RFn,2,499.0,TA,TA,Y,96,48,0,0,0,0,0,8,2007,WD,Normal,251000,3645.0,26,26,68.86145404663924,3.0,48,0
476,20,RL,80.0,8480.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,Y,SBrkr,970,0,0,970.0,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1996.0,Unf,2,624.0,TA,TA,Y,0,24,0,0,192,0,0,7,2007,WD,Normal,132500,2564.0,63,63,51.67706708268331,2.0,216,0
477,20,RL,75.0,13125.0,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,Y,SBrkr,1493,0,0,1493.0,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,508.0,TA,TA,Y,140,39,0,0,0,0,0,4,2008,WD,Normal,208900,3479.0,29,28,60.04599022707674,3.0,39,1
478,60,RL,105.0,13693.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2052,GasA,Ex,Y,SBrkr,2069,574,0,2643.0,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,694.0,TA,TA,Y,414,84,0,0,0,0,0,3,2007,WD,Normal,380000,5389.0,20,20,70.51401002041194,2.5,84,0
479,20,RL,79.0,10637.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826.0,TA,TA,Y,208,44,0,0,0,0,0,9,2009,WD,Normal,297000,4249.0,19,18,69.8987997175806,3.0,44,1
480,30,RM,50.0,5925.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,1131,0,0,1131.0,0,0,1,0,2,1,TA,7,Typ,0,Gd,Detchd,1995.0,Unf,2,672.0,TA,TA,Y,0,72,0,0,0,0,0,3,2007,WD,Alloca,89471,2710.0,89,26,33.01512915129151,1.0,72,1
